Sample Input,Translation,Ground Truth
The injured man had to be taken to hospital for medical care.,Der verletzte Mann musste zur medizinischen Versorgung ins Krankenhaus gebracht werden.,Der Verletzte musste zwecks ärztlicher Versorgung in ein Krankenhaus gebracht werden.
Up to now there is only a vague description of the perpetrators.,Bisher gibt es nur eine vage Beschreibung der Täter.,Bisher liegt nur eine vage Täterbeschreibung vor.
One was a man of about 5ft 11in tall.,Einer war ein Mann von etwa 5ft 11in.,"Einer der Männer war etwa 1,80 Meter groß."
The second attacker was about 5ft 5in tall and was dressed in jeans and a brown and white shirt.,Der zweite Angreifer war etwa 5ft 5in hoch und war in Jeans und einem braunen und weißen Hemd gekleidet.,"Der zweite Schläger soll etwa 1,65 Meter groß gewesen sein und war mit einer Jeans und einem braun-weißen Hemd bekleidet."
Police are asking any possible witnesses to contact them by telephone on 0049 6181 100 123.,"Die Polizei fordert alle möglichen Zeugen auf, sie telefonisch unter 0049 6181 100 123 zu kontaktieren.","Die Polizei bittet Zeugen und Hinweisgeber, sich unter der Telefonnummer 06181/100-123 zu melden."
"Dr Frank Müller takes over Felstehausen practice and invests €310,000",Dr. Frank Müller übernimmt die Praxis in Felstehausen und investiert 310 000 €,Dr. Frank Müller übernimmt Praxis Felstehausen und investiert 310000 Euro
Sylvia Müller-Gongoll and Frank Müller (from left) take over practice from Karl-Heinrich and Ursel Felstehausen.,Sylvia Müller-Gongoll und Frank Müller (von links) übernehmen die Praxis von Karl-Heinrich und Ursel Felstehausen.,Silvia Müller-Gongoll und Frank Müller (von links) übernehmen die Praxis von Karl-Heinrich und Ursel Felstehausen.
"The mayor of the joint community, Bernd Bormann, business sponsor Uta Seim-Schwartz and Asendorf's mayor Heinfried Kabbert are delighted at this turn of events.","Der Bürgermeister der gemeinsamen Gemeinde Bernd Bormann, Geschäftssponsor Uta Seim-Schwartz und Asendorfs Bürgermeister Heinfried Kabbert freuen sich über diese Veranstaltungsrunde.","Darüber freuen sich auch Samtgemeindebürgermeister Bernd Bormann, Wirtschaftsförderin Uta Seim-Schwartz und Asendorfs Bürgermeister Heinfried Kabbert."
Many areas in the country have no doctor – Asendorf by contrast is fortunate: on 1 October Dr Frank Müller is taking over the Felstehausen practice.,Viele Gebiete des Landes haben keinen Arzt – im Gegensatz dazu ist Asendorf glücklich: Am 1. Oktober übernimmt Dr. Frank Müller die Felstehausen-Praxis.,In vielen Orten auf dem Land fehlen Ärzte - Asendorf dagegen hat Glück: Dort übernimmt Dr. Frank Müller am 1. Oktober die Praxis Felstehausen.
"While Ursel Felstehausen is retiring, her husband Karl-Heinrich will spend the next few months working part-time with his successor.","Während Ursel Felstehausen in den Ruhestand kommt, wird ihr Mann Karl-Heinrich die nächsten Monate mit seinem Nachfolger Teilzeit arbeiten.","Während Ursel Felstehausen in den Ruhestand geht, steht ihr Mann Karl-Heinrich seinem Nachfolger in den nächsten Monaten noch mit einer halben Stelle zur Seite."
"Dr Müller reopens the practice on 12 October after a period of renovation; by then he will have invested €310,000 in the premises at St.-Marcellusstrasse 6.",Dr. Müller eröffnt die Praxis am 12. Oktober nach einer Renovierungsphase; bis dahin wird er 310 000 Euro in die Räumlichkeiten der St.-Marcellusstraße 6 investiert haben.,"Nach einer Umbauphase eröffnet Müller die Praxis am 12. Oktober wieder, bis dahin investiert er 310000 Euro in die Räumlichkeiten an der St.-Marcellusstraße 6."
"When the Felstehausens met Frank Müller and his wife Dr Silvia Müller-Gongoll, who at the time were finishing their residencies in Verden hospital and also wanted to take on a practice in the next few years, they liked each other immediately","Als die Felstehausener Frank Müller und seine Frau Dr. Silvia Müller-Gongoll trafen, die damals ihre Wohnsitze im Krankenhaus Verden beendeten und auch in den nächsten Jahren eine Praxis annehmen wollten, stießen sie sofort aufeinander.","Es war Sympathie auf den ersten Blick, als die Felstehausens vor Jahren Frank Müller und dessen Frau Dr. Silvia Müller-Gongoll kennenlernten, die derzeit ihre Facharztausbildung im Verdener Krankenhaus absolviert und kommendes Jahr ebenfalls in die Praxis einsteigen will."
"""It was always in the back of our minds that the Müllers would fit into this practice well,"" says Dr Ursel Felstehausen and laughs.","""Es war immer im Hinterkopf, dass die Müllers gut in diese Praxis passen würden"", sagt Dr. Ursel Felstehausen und lacht.","""Wir hatten immer im Hinterkopf, dass die Müllers gut in diese Praxis passen würden"", sagt Dr. Ursel Felstehausen und lacht."
"""When we were ready, I simply called them up.""","""Als wir bereit waren, rief ich sie einfach auf.""","""Als es soweit war, hab ich sie einfach angerufen""."
The Müller couple liked the idea of running their own practice in Asendorf in the future.,"Das Müller-Ehepaar liebte die Idee, in Zukunft ihre eigene Praxis in Asendorf zu betreiben.","Dem Ehepaar Müller gefiel die Idee, künftig in Asendorf die eigene Praxis zu betreiben."
"""The proximity and the continuous contact with the patients are attractive to us,"" says 39-year-old Müller.","""Die Nähe und der kontinuierliche Kontakt mit den Patienten sind uns attraktiv"", sagt Müller, 39 Jahre alt.","""Die Nähe und der ständige Kontakt zu den Patienten sind für uns sehr attraktiv"", sagt der 39-jährige Müller."
"""We want to get to know the families and support them over the years.""","""Wir wollen die Familien kennen lernen und sie im Laufe der Jahre unterstützen.""","""Wir möchten die Familien über die Jahre kennenlernen und begleiten""."
He also sees being his own boss as a benefit.,"Er sieht es auch als einen Vorteil an, seinen eigenen Chef zu sein.","Als Vorteil sehe er auch, bald sein eigener Chef zu sein."
And so it was agreed that the Müllers would buy the house with the practice.,"So wurde vereinbart, dass die Müllers das Haus mit der Praxis kaufen würden.","Und so wurde man sich einig, die Müllers kauften das Haus mit der Praxis."
However in the meantime they are living in Bruchhausen-Vilsen.,Inzwischen leben sie jedoch in Bruchhausen-Vilsen.,Wohnen werden sie indes weiterhin in Bruchhausen-Vilsen.
"Father of two Frank Müller also grew up there and after his medical studies in Hanover he worked in a number of medical practices as well as in hospitals in Sulingen, Nienburg und Rotenburg.","Der Vater von zwei Frank Müller wuchs dort auch auf und nach seinem medizinischen Studium in Hannover arbeitete er in verschiedenen medizinischen Praxen sowie in Krankenhäusern in Sulingen, Nienburg und Rotenburg.","Dort ist der zweifache Familienvater Frank Müller auch aufgewachsen, seinem Medizinstudium in Hannover folgten Stationen in mehreren Arztpraxen sowie in den Krankenhäusern in Sulingen, Nienburg und Rotenburg."
"He is currently working as a consultant in Sulingen, furthermore he was appointed chief emergency doctor in the county of Diepholz in 2009 and was involved on a voluntary basis in the blood donation service in Bruchhausen-Vilsen.","Er arbeitet derzeit als Berater in Sulingen, außerdem wurde er 2009 in der Gemeinde Diepholz zum Chefarzt ernannt und ehrenamtlich an der Blutspende in Bruchhausen-Vilsen beteiligt.","Zurzeit ist er als Oberarzt in Sulingen tätig, ferner wurde er 2009 zum leitenden Notarzt im Kreis Diepholz bestellt und engagiert sich ehrenamtlich in der DRK-Bereitschaft Bruchhausen-Vilsen."
From 19 September the practice will be preparing for the new boss.,Ab dem 19. September wird sich die Praxis auf den neuen Chef vorbereiten.,Ab dem 19. September wird die Praxis für den neuen Chef vorbereitet.
"While surgeon Dr Karl-Heinrich Felstehausen worked as a general practitioner, his wife Ursel (a specialist in internal medicine) specialised in gastroenterology.","Während Chirurg Dr. Karl-Heinrich Felstehausen als Generalpraktiker arbeitete, spezialisierte sich seine Frau Ursel (Binnenmediziner) auf die Gastroenterologie.","Während der Chirurg Dr. Karl-Heinrich Felstehausen als Hausarzt arbeitet, hat sich seine Gattin Ursel (Internistin) auf die Gastroenterologie spezialisiert."
"The Müllers, both specialists in internal medicine, wanted to establish themselves as general practitioners.","Die Müllers, beide Spezialisten für interne Medizin, wollten sich als Generalpraktiker etablieren.","Die Müllers, beide Internisten, wollen sich als Hausärzte niederlassen."
"""So it's out with the endoscopy,"" says 38-year-old Sylvia Müller-Gongoll.","""Somit ist es mit der Endoskopie heraus"", sagt Sylvia Müller-Gongoll, 38 Jahre alt.","""Die Endoskopie kommt daher raus"", sagt die 38-jährige Silvia Müller-Gongoll."
After the conversion the rooms will look more modern.,Nach der Umstellung werden die Zimmer moderner aussehen.,Nach dem Umbau werden die Räume moderner aussehen.
We will offer more ultrasound examinations as well as long-term and stress EKGs and we need one more consulting room.,Wir bieten mehr Ultraschalluntersuchungen sowie Langzeit- und Stress-EKGs an und brauchen einen weiteren Beratungsraum.,Wir werden mehr Ultraschall-Untersuchungen sowie Langzeit- und Belastungs-EKGs anbieten und brauchen ein Sprechzimmer mehr.
The IT system will also be completely renewed.,Das IT-System wird ebenfalls vollständig erneuert.,Außerdem wird die EDV komplett erneuert.
"The Müllers are receiving a grant totalling €50,000 as part of a funding programme from the county (€2,500) as well as from the joint community (€12,500) and the local authority (€12,500).",Die Müllers erhalten im Rahmen eines Förderprogramms eine Zuschüsse in Höhe von 50.000 Euro von der Gemeinde (2.500 Euro) sowie von der gemeinsamen Gemeinde (2.500 Euro) und der Kommunalbehörde (12.500 Euro).,Einen Zuschuss von insgesamt 50000 Euro bekommen die Müllers im Rahmen eines Förderprogramms vom Landkreis (25000 Euro) sowie von der Samtgemeinde (12500 Euro) und der Gemeinde (12500 Euro).
"""This shows how proud and happy we are that the practice will carry on,"" stressed the mayor of the joint community Bernd Bormann.","""Das zeigt, wie stolz und glücklich wir sind, dass die Praxis fortgesetzt wird"", betonte der Bürgermeister der gemeinsamen Gemeinde Bernd Bormann.","""Das zeigt, wie stolz und froh wir sind, dass die Praxis weitergeführt wird"", betont Samtgemeindebürgermeister Bernd Bormann."
"According to Sylvia Müller-Gongoll, some 2,000 patients visit the Felstehausen practice every quarter; in north Germany the average practice sees about 500.",Sylvia Müller-Gongoll zufolge besuchen rund 2.000 Patienten die Felstehausen-Praxis jedes Viertels; in Norddeutschland beträgt die durchschnittliche Praxis etwa 500.,"Etwa 2000 Patienten kommen laut Silvia Müller-Gongoll jedes Quartal in die Praxis Felstehausen, in der norddeutschen Durchschnittspraxis sind es etwa 500."
There is another GP practice in Asendorf.,In Asendorf gibt es eine weitere GP-Praxis.,In Asendorf gibt es noch eine weitere Hausarztpraxis.
"Frank Müller says that there is another side benefit of their taking over the practice: according to Ursel Felstehausen, the chemist will stay in Asendorf.","Frank Müller sagt, dass es einen weiteren Nebennutzen der Übernahme der Praxis gibt: Ursel Felstehausen zufolge wird der Chemiker in Asendorf bleiben.",Ein positiver Nebeneffekt der Praxisübernahme durch Frank Müller: Die Apotheke bleibt laut Ursel Felstehausen in Asendorf.
"If they hadn't found any successor, it would have closed down.","Wenn sie keinen Nachfolger gefunden hätten, hätte sie geschlossen.","Wenn sich kein Nachfolger gefunden hätte, wäre sie auch gegangen."
Anyone visiting the Müllers' surgery will also first of all see familiar faces: they are taking over the seven medical assistants and the cleaner from the Felstehausens.,"Wer die Müllerer Operation besucht, wird zunächst auch vertraute Gesichter sehen: Sie übernehmen die sieben medizinischen Assistenten und den Reinigungspersonal der Felstehausen.","Wer Müllers Sprechstunde besucht, schaut übrigens auch weiterhin vor allem in vertraute Gesichter: übernimmt die sieben medizinischen Fachangestellten und die Reinigungskraft von den Felstehausens."
"With their leaving, an era ends in Asendorf; after all the doctors have had their practice there for 30 years.","Mit ihrem Ausscheiden endet eine ra in Asendorf, nachdem die rzte ihre Praxis dort seit 30 Jahren haben.","Mit deren Abschied endet in Asendorf eine Ära, immerhin haben die Mediziner 30 Jahre lang dort praktiziert."
"""We started with only two rooms,"" remembers Ursel Felstehausen with a grin.","""Wir haben mit nur zwei Zimmern begonnen"", erinnert Ursel Felstehausen mit einem Lächeln.","""Am Anfang hatten wir nur zwei Räume"", erinnert sich Ursel Felstehausen schmunzelnd."
After such a long time she feels a little wistful.,Nach so langer Zeit fühlt sie sich ein wenig wütend.,Ein wenig Wehmut verspüre sie nach der langen Zeit schon.
"""But we'll still be living in Hohenmoor and I'm sure we will be seeing many of our patients often,"" says the internal medicine specialist.","""Aber wir werden noch in Hohenmoor leben und ich bin sicher, dass wir viele unserer Patienten oft sehen werden"", sagt der Spezialist für interne Medizin.","""Aber wir wohnen ja weiter in Hohenmoor und werden viele Patienten sicher noch oft sehen"", sagt die Internistin."
"Her husband adds with a smile, ""We've got a 6000 m² garden.""","Ihr Mann fügt mit einem Lächeln hinzu: ""Wir haben einen 6000 m2 großen Garten"".","Ihr Mann ergänzt lachend: ""Wir haben ein 6000-Quadratmeter-Grundstück."""
"""Up to now I haven't done much gardening, that might change now.""",""" Bis jetzt habe ich nicht viel Gartenbau gemacht, das könnte sich jetzt ändern.""","""Bisher habe ich mich immer vor Gartenarbeit gedrückt, jetzt könnte das anders werden""."
The couple also have two grandchildren and enjoy travelling.,"Das Paar hat auch zwei Enkel und liebt es, zu reisen.",Zudem hat das Paar zwei Enkel und reist gerne.
"Croatia: ""We are letting the refugees through""","Kroatien: ""Wir lassen die Flüchtlinge durch""","Kroatien: ""Wir lassen die Flüchtlinge durch"""
"""Border control is being brought in now on our southern border too,"" says Interior Minister Johanna Mikl-Leitner.","""Grenzkontrolle wird jetzt auch an unserer südlichen Grenze eingeführt"", sagt Innenministerin Johanna Mikl-Leitner.","""Nun werden die Grenzkontrollen auch an unserer Südgrenze hochgefahren"", sagte Innenministerin Johanna Mikl-Leitner."
"In parallel, checks on the Hungarian border remain in place.",Parallel dazu gibt es noch Kontrollen an der ungarischen Grenze.,Die Kontrollen an der ungarischen Grenze bleiben parallel dazu aufrecht.
"It is still a priority that anyone wanting to claim asylum can ""of course"" do so.","Es ist nach wie vor eine Priorität, dass jeder, der Asyl beantragen will, dies ""selbstverständlich"" tun kann.","Nach wie vor sei klar, dass jeder, der einen Asylantrag stellen will, dies auch ""selbstverständlich"" machen könne."
The care and safety of people is paramount.,Die Sorgfalt und Sicherheit der Menschen ist von größter Bedeutung.,Die Versorgung und Sicherheit der Menschen stehe im Vordergrund.
"It is equally clear ""that obvious signals are needed,"" says the minister.","Es ist ebenso klar, ""dass offensichtliche Signale notwendig sind"", sagt der Minister.","Klar sei aber auch, ""dass es deutliche Signale braucht"", sagte die Ministerin."
"People must know that we do not accept an unlimited flow of migration, and not over the Austrian-Slovenian border either.","Die Menschen müssen wissen, dass wir einen unbegrenzten Migrationsstrom nicht akzeptieren, und zwar auch nicht über die österreichisch-slowenische Grenze.","Die Menschen müssen wissen, dass wir grenzenlose Migrationsströme nicht akzeptieren, auch nicht über die österreichisch-slowenische Grenze."
A controlled procedure is required,Es ist ein kontrolliertes Verfahren erforderlich.,Es braucht eine kontrollierte Vorgehensweise.
"Croatia is considering a ""corridor"" - Slovenia has refused.","Kroatien erwägt einen ""Korridor"" - Slowenien hat sich abgelehnt.","Kroatien erwägt ""Korridor"" - Slowenien verweigert"
"The Croatian government had earlier announced that Slovenia also wanted to let incoming refugees travel through towards Austria and Germany, and also potentially establish corridors for the refugees.","Die kroatische Regierung hatte vorhin angekündigt, dass Slowenien auch die Einreise von Flüchtlingen nach sterreich und Deutschland erlauben und möglicherweise Korridore für die Flüchtlinge schaffen wollte.","Die kroatische Regierung hatte zuvor mitgeteilt, auch Slowenien wolle ankommende Flüchtlinge in Richtung Österreich und Deutschland weiterreisen lassen und unter Umständen auch Korridore für die Flüchtlinge errichten."
"However, Interior Minister Vesna Györkös Znidar in Laibach did not see it in quite the same light.",Allerdings hat die Innenministerin Vesna Györkös Znidar in Laibach es nicht ganz im gleichen Licht gesehen.,Ganz so sah dies Innenministerin Vesna Györkös Znidar in Laibach allerdings nicht.
"The idea of corridors is ""absolutely unacceptable,"" Sloveina intends rather to step up its surveillance of the borders - especially the border to Hungary.","Die Idee von Korridoren ist ""absolut inakzeptabel"", Sloveina beabsichtigt eher, seine Überwachung der Grenzen - insbesondere der Grenze zu Ungarn - zu verstärken.","Die Idee von Korridoren sei ""absolut inakzeptabel"", Slowenien werde vielmehr die Überwachung der Grenze - vor allem zu Ungarn - intensivieren."
"The border with Croatia, as the external border to the Schengen area, is however already heavily controlled.",Die Grenze zu Kroatien als Außengrenze zum Schengen-Raum wird jedoch bereits stark kontrolliert.,Die Grenze mit Kroatien sei als Außengrenze des Schengenraums hingegen bereits stark kontrolliert.
"But as the Minister stressed, Slovenia is not suggesting sealing its borders for refugees.","Aber wie der Minister betont hat, schlägt Slowenien nicht vor, seine Grenzen für Flüchtlinge zu schließen.","Wie die Ministerin betonte, will Slowenin damit seine Grenzen für Flüchtlinge aber nicht abriegeln."
"""Every member of the EU has to fulfill its obligations, otherwise the system cannot work,"" stressed Györkös Znidar.","""Jeder EU-Mitglied muss seine Verpflichtungen erfüllen, sonst kann das System nicht funktionieren"", betonte Györkös Znidar.","""Jedes EU-Mitglied muss seine Verpflichtungen ausfüllen, sonst kann das System nicht funktionieren"", betonte Györkös Znidar."
"According to the Croatian government, the first refugees attempted to enter Eastern Croatia on Monday night over the Tovarnik/Sid border crossing, in order to avoid registration.","Laut der kroatischen Regierung versuchten die ersten Flüchtlinge am Montagabend über den Grenzübergang Tovarnik/Sid nach Ostkroatien zu gelangen, um die Registrierung zu vermeiden.","Wie die kroatische Regierung mitteilte, hätten die ersten Flüchtlinge bereits in den Nachtstunden zum Dienstag versucht, in Ostkroatien am Grenzübergang Tovarnik/Sid vorbei einzureisen, um der Registrierung auszuweichen."
The Croatian police were able to pick them up in the nearby maize field.,Die kroatische Polizei konnte sie im nahe gelegenen Maisfeld abholen.,Die kroatische Polizei konnte sie in den nahen Maisfeldern aufgreifen.
"Since then, according to local media, police vehicles are constantly coming across new refugees in Croatian Tavarnik.",Seitdem kommen laut lokalen Medien immer wieder neue Flüchtlinge in der kroatischen Tavarnik durch Polizeifahrzeuge.,Laut lokalen Medien treffen seitdem im kroatischen Tovarnik ständig Polizeifahrzeuge mit neuen Flüchtlingen ein.
"They are mostly Syrian and Afghans, among them many women and children.","Sie sind vorwiegend Syrer und Afghanen, darunter viele Frauen und Kinder.","Es handle sich vorwiegend um Syrer und Afghanen, darunter zahlreiche Frauen und Kinder."
The emergency sevices and the Red Cross are also already in place.,Auch die Notfallsevices und das Rote Kreuz sind bereits vorhanden.,Auch Rettungsdienste und das Rote Kreuz seien bereits im Einsatz.
Interior Minister Ranko Ostojic says that his country is expecting around 4000 refugees in the next few days.,"Innenminister Ranko Ostojic sagt, dass sein Land in den nächsten Tagen rund 4000 Flüchtlinge erwartet.","In den kommenden Tagen rechne sein Land mit rund 4000 Flüchtlingen, sagte Innenminister Ranko Ostojic."
"In addition it was reported by both Croatian and Serbian media on Wednesday that buses from Presevo on the Macedonian-Serbian border, which have up to now taken migrants to the Hungarian border, are being diverted to Croatia","Darüber hinaus wurde von den kroatischen und serbischen Medien am Mittwoch berichtet, dass Busse von Presevo an der mazedonisch-serbischen Grenze, die bis jetzt Migranten an die ungarische Grenze gebracht haben, nach Kroatien abgeworfen werden.","Zudem würden Busse aus Presevo an der mazedonisch-serbischen Grenze, die bisher Migranten an die ungarische Grenze gebracht hatten, Richtung Kroatien umgeleitet, berichteten kroatische und serbische Medien am Mittwoch übereinstimmend."
"The government in Belgrade denied, however, that it is the case that they are giving people instructions to take certain routes. ""We neither can nor want to do that,"" they stated.","Die Regierung in Belgrad hat jedoch bestreitet, dass es so ist, dass sie den Menschen Anweisungen geben, bestimmte Routen zu nehmen.","Die Regierung in Belgrad bestritt jedoch, dass sie es sei, die Menschen anweise, bestimmte Routen einzuschlagen: ""Weder können wir, noch wollen wir dies tun"", hieß es."
"According to media reports, at least one bus with around 50 refugees arrived in the Serbian border town of Sid in the early hours, and in the course of the day more buses are expected.","Laut Medienberichten kam mindestens ein Bus mit etwa 50 Flüchtlingen in die serbische Grenzstadt Sid in den frühen Stunden an, und im Laufe des Tages werden weitere Busse erwartet.","Laut den Medienberichten sei jedenfalls in der Früh ein erster Bus mit rund 50 Flüchtlingen in der serbischen Grenzstadt Sid angekommen, im Lauf des Tages würden weitere Busse erwartet."
"Over Croatia, Slovenia and Austria to Germany","Über Kroatien, Slowenien und sterreich nach Deutschland","Über Kroatien, Slowenien und Österreich nach Deutschland"
"The detainees were travelling the entire night through Serbia from the Macedonian border, about 500 kilometres away.","Die Gefangenen reisten die ganze Nacht durch Serbien von der mazedonischen Grenze, etwa 500 Kilometer entfernt.",Die Insassen waren die ganze Nacht von der rund 500 Kilometer entfernten mazedonischen Grenze durch Serbien unterwegs gewesen.
"""We heard that Hungary is closed, so the police said we should come here,"" said one of the refugees.","""Wir haben gehört, dass Ungarn geschlossen ist, so dass die Polizei sagte, wir sollten hierher kommen"", sagte einer der Flüchtlinge.","""Wir haben gehört, dass Ungarn zugemacht hat, also hat uns die Polizei gesagt, dass wir hierher fahren sollen"", sagte einer der Flüchtlinge."
"They wanted to go through Croatia, Slowenia and Austria to get to Germany.","Sie wollten durch Kroatien, Slowenien und sterreich gehen, um nach Deutschland zu gelangen.","Sie wollten durch Kroatien, Slowenien und Österreich weiter nach Deutschland reisen."
"This implies that a shift in the former Balkan route through Turkey, Greece, Macedonia, Serbia and Hungary to a route somewhat further to the west, which observers have already predicted, could actually now be happening.","Dies impliziert, dass eine Verlagerung der ehemaligen Balkanroute durch die Türkei, Griechenland, Mazedonien, Serbien und Ungarn auf eine etwas weiter nach Westen gerichtet werden könnte, was Beobachter bereits vorhergesagt haben.",Damit könnte es nun tatsächlich zur von Beobachtern bereits vorhergesagten Verschiebung der bisherigen Balkan-Route Türkei-Griechenland-Mazedonien-Serbien-Ungarn zu einer etwas weiter westlich gelegenen Strecke kommen.
"Croatia: ""Widespread options for border control""","Kroatien: ""Widepread Optionen für Grenzkontrollen""","Kroatien: ""Umfassende Möglichkeiten zur Grenzkontrolle"""
Croatian Interior Minister Ostojic had previously stressed that his country has already prepared appropriate plans for potential exceptional situations in the event of a large influx of refugees.,"Der kroatische Innenminister Ostojic hatte zuvor betont, dass sein Land bereits geeignete Pläne für mögliche Ausnahmesituationen im Falle eines großen Zustroms von Flüchtlingen vorbereitet hat.","Kroatiens Innenminister Ostojic hatte zuvor betont, dass sein Land für den Fall eines starken Zustroms von Flüchtlingen entsprechende Pläne für mögliche Ausnahmesituationen vorbereitet habe."
"He gave no details, but he indicated that Croatia, as a non-member of the Schengen Treaty, has ""widespread options for border control.""","Er gab keine Einzelheiten, aber er hat darauf hingewiesen, dass Kroatien als Nichtmitglied des Schengener Vertrages ""weitere Möglichkeiten für die Grenzkontrolle"" hat.","Details nannte er nicht, er wies aber darauf hin, dass Kroatien als Nicht-Schengen-Mitglied ""umfassende Möglichkeiten zur Grenzkontrolle"" habe."
Rigorous checks are carried out in order to qualify for membership in the Schegen area.,"Um die Mitgliedschaft im Schegen-Gebiet zu erlangen, werden risikoreiche Prüfungen durchgeführt.","Man führe strenge Kontrollen durch, um sich für die Mitgliedschaft im Schengenraum zu qualifizieren."
"Slovenia has been a member since 2007, since when its EU partners have presented a consistently good report on the country as far as border controls are concerned.","Slowenien ist seit 2007 Mitglied, seitdem seine EU-Partner einen konsequent guten Bericht über das Land in Bezug auf Grenzkontrollen vorgelegt haben.","Slowenien gehört diesem seit 2007 an, die EU-Partner stellen dem Land seitdem durchwegs ein gutes Zeugnis aus, was den Standard der Grenzkontrollen betrifft."
There are also some 300 refugees stuck on the Serbian side behind the Hungarian border fence.,"Es gibt auch etwa 300 Flüchtlinge, die auf der serbischen Seite hinter dem ungarischen Grenzzaun festgehalten sind.",Auf serbischer Seite stecken hinter dem ungarischen Grenzzaun weiterhin etwa 300 Flüchtlinge fest.
"According to media reports from Belgrade, they spent the past night at the Horgos border crossing, which leads to Röszke.","Laut Medienberichten aus Belgrad verbrachten sie die vergangene Nacht am Grenzübergang Horgos, der nach Röszke führt.","Laut Belgrader Medienberichten hätten sie die vergangene Nacht am Grenzübergang Horgos, der nach Röszke führt, verbracht."
The Hungarian authorities claim that both the Horgos and the Backi Breg border crossings also remain completely closed.,"Die ungarischen Behörden behaupten, dass sowohl die Grenzübergänge Horgos als auch Backi Breg ebenfalls vollständig geschlossen bleiben.",Nach Angaben der ungarischen Behörden bleiben die beiden Grenzübergänge Horgos und Backi Breg weiterhin komplett gesperrt.
Whether the remaining refugees now want to travel on to the Croatian border is still not clear.,"Ob die verbleibenden Flüchtlinge nun an die kroatische Grenze reisen wollen, ist noch nicht klar.","Ob die verbliebenen Flüchtlinge nun zur kroatischen Grenze weiterreisen wollen, ist noch unklar."
"At a local appearance on Wednesday morning, the Serbian Interior Minister, Nebojsa Stefanovic, tried to reassure people: he considers the debate on the refugees' alternative routes after the closure of the Hungarian border to be premature.","Am Mittwoch morgen versuchte der serbische Innenminister, Nebojsa Stefanovic, die Menschen zu beruhigen: Er hält die Debatte über alternative Routen der Flüchtlinge nach der Schließung der ungarischen Grenze für verfrüht.","Der serbische Innenminister Nebojsa Stefanovic versuchte Mittwochfrüh bei einem Lokalaugenschein in Horgos noch zu beruhigen: Er halte die Debatten über Alternativrouten von Flüchtlingen, nachdem die ungarische Grenze nun geschlossen ist, für verfrüht."
At the moment there is not a large number of refugees involved.,Gegenwärtig gibt es keine große Zahl von Flüchtlingen.,Es würde sich derzeit nicht um sehr hohe Flüchtlingszahlen handeln.
"It is not yet possible to say whether they will continue their journey over Hungary, Croatia or another country.","Es ist noch nicht möglich zu sagen, ob sie ihre Reise über Ungarn, Kroatien oder ein anderes Land fortsetzen werden.","Man könne noch nicht sagen, ob sie ihre Reise über Ungarn, Kroatien oder ein anderes Land fortsetzen würden."
Aid workers advise migrants to take - dangerous - alternative routes.,"Hilfskräfte empfehlen Migranten, gefährliche Alternativen zu fahren.",Helfer raten Migranten zu - gefährlichen - Alternativrouten
But private Hungarian aid workers have already started to distribute maps marked with alternative routes through Croatia to refugees,"Aber private ungarische Hilfskräfte haben bereits begonnen, Karten mit alternativen Routen durch Kroatien an Flüchtlinge zu verteilen.","Allerdings haben private ungarische Flüchtlingshelfer bereits damit begonnen, an die Flüchtlinge Landkarten zu verteilen, auf denen alternative Routen durch Kroatien eingezeichnet sind."
"The border crossing between Serbia and Croatia is however not without danger: in parts of the border region, even 20 years after the end of the Croatian war, there are still uncleared minefields.","Der Grenzübergang zwischen Serbien und Kroatien ist jedoch nicht ohne Gefahr: In Teilen der Grenzregion, selbst 20 Jahre nach dem Ende des kroatischen Krieges, gibt es noch immer unklare Minenfelder.",Der Grenzübertritt zwischen Serbien und Kroatien ist jedoch nicht ungefährlich: In Teilen des Grenzgebietes gibt es auch 20 Jahre nach dem Ende des Kroatienkrieges noch immer nicht geräumte Minenfelder.
On Wednesday afternoon the Croatian police announced that a team of minesweepers has been sent to the border region.,"Am Mittwochnachmittag kündigte die kroatische Polizei an, dass ein Team von Minenschwangern in die Grenzregion entsandt wurde.","Am Mittwochnachmittag gab die kroatische Polizei bekannt, dass ein Team von Minenräumern in der Grenzregion geschickt wurde."
Stock exchange hacker: Ukrainians pay $30 million,Börsenhacker: Die Ukrainer zahlen 30 Millionen Dollar,Börsen-Hacker: Ukrainer zahlen 30 Millionen Dollar
"Supranonok belonged to a ring of cyber criminals who since 2010 have repeatedly been accused of providing inside views of as yet unpublished financial reports and press releases on websites such as Business Wire, Marketwired and PR Newswire.","Supranonok gehörte zu einem Ring von Cyberkriminellen, die seit 2010 wiederholt vorgeworfen worden sind, innerhalb der eigenen Ansichten von noch nicht veröffentlichten Finanzberichten und Pressemitteilungen auf Websites wie Business Wire, Marketwired und PR Newswire bereitzustellen.","Supranonok soll zu einem Ring von Cyberkriminellen gehört haben, dem vorgeworfen wird, sich seit 2010 immer wieder Einblick in noch unveröffentlichte Finanzberichte und Pressemitteilungen auf Websites wie Business Wire, Marketwired und PR Newswire verschafft zu haben."
The information provided enabled insider dealing on the financial markets.,Die bereitgestellten Informationen ermöglichten Insidergeschäfte auf den Finanzmärkten.,Mit den erbeuteten Informationen sollen Insider-Geschäfte an den Finanzmärkten gemacht worden sein.
